gid,date,year,batter,bSide,pitcher,pSide,result,isStrikeout,isWalk,bPA,bAVG,bK,bK%,bBB,bBB%,bOPS,bISO,bWhiff%,bSwStr%,bcStr%,bCSW%,bChase%,bPutaway%,pbPA,pbAVG,pbK,pbK%,pbBB,pbBB%,pbOPS,pbISO,pbWhiff%,pbSwStr%,pbcStr%,pbCSW%,pbChase%,pbPutaway%,pPA,pAVG,pK,pK%,pBB,pBB%,pOPS,pISO,pWhiff%,pSwStr%,pcStr%,pCSW%,pChase%,pPutaway%
745445,2024-03-28,2024,642731,R,666745,R,single,False,False,,,,,,,,,,,,,,,380.0,0.276,84.0,22.11,15.0,3.95,0.767,0.172,21.44,11.24,17.01,28.25,38.17,20.1,,,,,,,,,,,,,,
745445,2024-03-28,2024,624424,L,666745,R,single,False,False,,,,,,,,,,,,,,,368.0,0.245,77.0,20.92,50.0,13.59,0.753,0.155,23.68,10.56,15.02,25.57,23.23,16.81,,,,,,,,,,,,,,
745445,2024-03-28,2024,672275,L,666745,R,sac_bunt,False,False,,,,,,,,,,,,,,,240.0,0.203,70.0,29.17,13.0,5.42,0.5569999999999999,0.0989999999999999,26.61,12.88,17.55,30.43,28.93,23.81,,,,,,,,,,,,,,
745445,2024-03-28,2024,605113,R,666745,R,single,False,False,,,,,,,,,,,,,,,88.0,0.293,24.0,27.27,6.0,6.82,0.78,0.146,25.79,12.65,20.37,33.02,32.05,24.0,,,,,,,,,,,,,,
745445,2024-03-28,2024,808982,L,673513,L,sac_fly_double_play,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745445,2024-03-28,2024,669134,R,592426,R,single,False,False,,,,,,,,,,,,,,,127.0,0.289,14.0,11.02,4.0,3.15,0.753,0.141,16.53,9.26,14.96,24.23,34.76,11.97,,,,,,,,,,,,,,
745445,2024-03-28,2024,642180,L,592426,R,single,False,False,,,,,,,,,,,,,,,48.0,0.283,12.0,25.0,2.0,4.17,0.6599999999999999,0.065,24.1,10.93,22.4,33.33,28.95,20.0,,,,,,,,,,,,,,
745445,2024-03-28,2024,701538,L,592426,R,walk,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745445,2024-03-28,2024,593428,R,676254,R,single,False,False,,,,,,,,,,,,,,,492.0,0.283,82.0,16.67,44.0,8.94,0.788,0.149,19.79,8.49,21.4,29.89,25.99,14.36,,,,,,,,,,,,,,
745445,2024-03-28,2024,665487,R,676254,R,field_out,False,False,,,,,,,,,,,,,,,489.0,0.244,114.0,23.31,37.0,7.57,0.728,0.181,31.62,17.66,8.94,26.61,34.25,23.98,,,,,,,,,,,,,,
745445,2024-03-28,2024,630105,L,676254,R,double,False,False,,,,,,,,,,,,,,,367.0,0.23,59.0,16.08,36.0,9.81,0.7,0.154,14.92,6.99,16.69,23.68,24.61,14.08,,,,,,,,,,,,,,
745445,2024-03-28,2024,592518,R,676254,R,field_out,False,False,,,,,,,,,,,,,,,452.0,0.241,83.0,18.36,36.0,7.96,0.747,0.205,24.68,12.42,14.05,26.47,29.58,16.9,,,,,,,,,,,,,,
745445,2024-03-28,2024,673490,R,676254,R,strikeout,True,False,,,,,,,,,,,,,,,435.0,0.241,94.0,21.61,55.0,12.64,0.681,0.1,18.8,7.03,23.65,30.68,19.23,15.59,,,,,,,,,,,,,,
745445,2024-03-28,2024,624585,R,673513,L,field_out,False,False,,,,,,,,,,,,,,,135.0,0.277,30.0,22.22,20.0,14.81,1.081,0.4109999999999999,26.29,11.6,16.16,27.76,25.27,18.75,,,,,,,,,,,,,,
745445,2024-03-28,2024,527038,R,673513,L,field_out,False,False,,,,,,,,,,,,,,,182.0,0.303,28.0,15.38,14.0,7.69,0.886,0.224,17.07,7.55,21.16,28.71,29.47,12.17,,,,,,,,,,,,,,
745445,2024-03-28,2024,656305,R,673513,L,field_out,False,False,,,,,,,,,,,,,,,113.0,0.307,26.0,23.01,10.0,8.85,0.89,0.208,30.77,13.88,17.35,31.24,20.45,17.81,,,,,,,,,,,,,,
745445,2024-03-28,2024,640492,R,669062,L,field_out,False,False,,,,,,,,,,,,,,,54.0,0.184,12.0,22.22,1.0,1.85,0.481,0.081,22.12,13.74,10.44,24.18,49.0,21.82,,,,,,,,,,,,,,
745445,2024-03-28,2024,669134,R,669062,L,field_out,False,False,,,,,,,,,,,,,,,47.0,0.405,7.0,14.89,3.0,6.38,1.114,0.262,21.88,11.54,12.09,23.63,36.79,11.67,,,,,,,,,,,,,,
745445,2024-03-28,2024,666703,R,669062,L,strikeout,True,False,,,,,,,,,,,,,,,9.0,0.556,0.0,0.0,0.0,0.0,2.112,1.0,16.67,9.09,12.12,21.21,21.43,0.0,,,,,,,,,,,,,,
745445,2024-03-28,2024,573262,L,663158,R,field_out,False,False,,,,,,,,,,,,,,,296.0,0.243,75.0,25.34,40.0,13.51,0.831,0.235,23.69,9.65,18.67,28.32,20.68,19.69,,,,,,,,,,,,,,
745445,2024-03-28,2024,642731,R,663158,R,strikeout,True,False,,,,,,,,,,,,,,,380.0,0.276,84.0,22.11,15.0,3.95,0.767,0.172,21.44,11.24,17.01,28.25,38.17,20.1,,,,,,,,,,,,,,
745445,2024-03-28,2024,624424,L,663158,R,home_run,False,False,,,,,,,,,,,,,,,368.0,0.245,77.0,20.92,50.0,13.59,0.753,0.155,23.68,10.56,15.02,25.57,23.23,16.81,,,,,,,,,,,,,,
745445,2024-03-28,2024,672275,L,663158,R,field_out,False,False,,,,,,,,,,,,,,,240.0,0.203,70.0,29.17,13.0,5.42,0.5569999999999999,0.0989999999999999,26.61,12.88,17.55,30.43,28.93,23.81,,,,,,,,,,,,,,
746165,2024-03-28,2024,680977,L,607192,R,field_out,False,False,,,,,,,,,,,,,,,309.0,0.294,43.0,13.92,27.0,8.74,0.831,0.166,14.96,6.32,19.2,25.52,22.53,13.27,,,,,,,,,,,,,,
746165,2024-03-28,2024,502671,R,607192,R,single,False,False,,,,,,,,,,,,,,,518.0,0.259,120.0,23.17,67.0,12.93,0.8049999999999999,0.187,27.85,12.3,17.85,30.16,25.85,17.44,,,,,,,,,,,,,,
746165,2024-03-28,2024,669357,L,607192,R,strikeout,True,False,,,,,,,,,,,,,,,378.0,0.231,124.0,32.8,42.0,11.11,0.7969999999999999,0.2459999999999999,35.96,17.73,12.12,29.85,28.13,25.15,,,,,,,,,,,,,,
746165,2024-03-28,2024,571448,R,607192,R,field_out,False,False,,,,,,,,,,,,,,,468.0,0.28,81.0,17.31,31.0,6.62,0.8089999999999999,0.2009999999999999,20.4,9.71,17.28,26.99,33.33,16.43,,,,,,,,,,,,,,
746165,2024-03-28,2024,605141,R,571945,R,walk,False,True,,,,,,,,,,,,,,,509.0,0.309,85.0,16.7,66.0,12.97,0.949,0.237,17.85,6.92,20.25,27.17,17.64,15.12,,,,,,,,,,,,,,
746165,2024-03-28,2024,660271,L,571945,R,double,False,False,,,,,,,,,,,,,,,429.0,0.327,99.0,23.08,64.0,14.92,1.132,0.3739999999999999,32.88,15.48,11.59,27.07,28.86,20.75,,,,,,,,,,,,,,
746165,2024-03-28,2024,518692,L,571945,R,single,False,False,,,,,,,,,,,,,,,514.0,0.33,81.0,15.76,57.0,11.09,0.962,0.218,19.83,9.77,11.31,21.08,27.01,16.63,,,,,,,,,,,,,,
746165,2024-03-28,2024,669257,R,571945,R,single,False,False,,,,,,,,,,,,,,,407.0,0.268,67.0,16.46,42.0,10.32,0.7949999999999999,0.1659999999999999,19.27,8.8,16.84,25.64,24.5,12.79,,,,,,,,,,,,,,
746165,2024-03-28,2024,571970,L,571945,R,sac_fly,False,False,,,,,,,,,,,,,,,408.0,0.237,113.0,27.7,68.0,16.67,0.881,0.281,29.58,11.18,19.69,30.88,22.15,20.47,,,,,,,,,,,,,,
746165,2024-03-28,2024,606192,R,571945,R,strikeout,True,False,,,,,,,,,,,,,,,529.0,0.249,164.0,31.0,33.0,6.24,0.718,0.1639999999999999,36.92,19.57,14.44,34.01,34.81,23.06,,,,,,,,,,,,,,
746165,2024-03-28,2024,575929,R,607192,R,field_out,False,False,,,,,,,,,,,,,,,373.0,0.253,81.0,21.72,38.0,10.19,0.7989999999999999,0.191,29.54,13.96,15.04,29.0,30.33,18.49,,,,,,,,,,,,,,
746165,2024-03-28,2024,676475,L,607192,R,strikeout,True,False,,,,,,,,,,,,,,,318.0,0.243,39.0,12.26,21.0,6.6,0.698,0.156,17.66,9.16,14.01,23.17,33.05,13.13,,,,,,,,,,,,,,
746165,2024-03-28,2024,691023,R,607192,R,strikeout,True,False,,,,,,,,,,,,,,,346.0,0.292,79.0,22.83,28.0,8.09,0.823,0.173,31.13,16.23,13.99,30.22,33.59,21.18,,,,,,,,,,,,,,
746165,2024-03-28,2024,681546,L,571945,R,strikeout,True,False,,,,,,,,,,,,,,,413.0,0.246,132.0,31.96,50.0,12.11,0.836,0.238,37.26,17.13,15.6,32.73,26.19,24.53,,,,,,,,,,,,,,
746165,2024-03-28,2024,518792,L,571945,R,field_out,False,False,,,,,,,,,,,,,,,349.0,0.276,57.0,16.33,32.0,9.17,0.818,0.1949999999999999,20.45,9.51,16.77,26.27,27.56,15.45,,,,,,,,,,,,,,
746165,2024-03-28,2024,666158,L,571945,R,strikeout,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746165,2024-03-28,2024,687363,L,607192,R,field_out,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746165,2024-03-28,2024,691026,R,607192,R,field_out,False,False,,,,,,,,,,,,,,,100.0,0.161,19.0,19.0,9.0,9.0,0.478,0.0799999999999999,21.56,9.11,22.03,31.14,24.87,14.88,,,,,,,,,,,,,,
746165,2024-03-28,2024,680977,L,607192,R,field_out,False,False,,,,,,,,,,,,,,,309.0,0.294,43.0,13.92,27.0,8.74,0.831,0.166,14.96,6.32,19.2,25.52,22.53,13.27,,,,,,,,,,,,,,
746165,2024-03-28,2024,605141,R,571945,R,home_run,False,False,,,,,,,,,,,,,,,509.0,0.309,85.0,16.7,66.0,12.97,0.949,0.237,17.85,6.92,20.25,27.17,17.64,15.12,,,,,,,,,,,,,,
746165,2024-03-28,2024,660271,L,571945,R,walk,False,True,,,,,,,,,,,,,,,429.0,0.327,99.0,23.08,64.0,14.92,1.132,0.3739999999999999,32.88,15.48,11.59,27.07,28.86,20.75,,,,,,,,,,,,,,
746165,2024-03-28,2024,518692,L,571945,R,home_run,False,False,,,,,,,,,,,,,,,514.0,0.33,81.0,15.76,57.0,11.09,0.962,0.218,19.83,9.77,11.31,21.08,27.01,16.63,,,,,,,,,,,,,,
746165,2024-03-28,2024,669257,R,571945,R,field_out,False,False,,,,,,,,,,,,,,,407.0,0.268,67.0,16.46,42.0,10.32,0.7949999999999999,0.1659999999999999,19.27,8.8,16.84,25.64,24.5,12.79,,,,,,,,,,,,,,
746165,2024-03-28,2024,571970,L,571945,R,strikeout,True,False,,,,,,,,,,,,,,,408.0,0.237,113.0,27.7,68.0,16.67,0.881,0.281,29.58,11.18,19.69,30.88,22.15,20.47,,,,,,,,,,,,,,
746165,2024-03-28,2024,606192,R,571945,R,strikeout,True,False,,,,,,,,,,,,,,,529.0,0.249,164.0,31.0,33.0,6.24,0.718,0.1639999999999999,36.92,19.57,14.44,34.01,34.81,23.06,,,,,,,,,,,,,,
746165,2024-03-28,2024,502671,R,607192,R,home_run,False,False,,,,,,,,,,,,,,,518.0,0.259,120.0,23.17,67.0,12.93,0.8049999999999999,0.187,27.85,12.3,17.85,30.16,25.85,17.44,,,,,,,,,,,,,,
746165,2024-03-28,2024,669357,L,607192,R,field_out,False,False,,,,,,,,,,,,,,,378.0,0.231,124.0,32.8,42.0,11.11,0.7969999999999999,0.2459999999999999,35.96,17.73,12.12,29.85,28.13,25.15,,,,,,,,,,,,,,
746165,2024-03-28,2024,571448,R,607192,R,field_out,False,False,,,,,,,,,,,,,,,468.0,0.28,81.0,17.31,31.0,6.62,0.8089999999999999,0.2009999999999999,20.4,9.71,17.28,26.99,33.33,16.43,,,,,,,,,,,,,,
746165,2024-03-28,2024,575929,R,607192,R,walk,False,True,,,,,,,,,,,,,,,373.0,0.253,81.0,21.72,38.0,10.19,0.7989999999999999,0.191,29.54,13.96,15.04,29.0,30.33,18.49,,,,,,,,,,,,,,
746165,2024-03-28,2024,676475,L,607192,R,force_out,False,False,,,,,,,,,,,,,,,318.0,0.243,39.0,12.26,21.0,6.6,0.698,0.156,17.66,9.16,14.01,23.17,33.05,13.13,,,,,,,,,,,,,,
746165,2024-03-28,2024,681546,L,571945,R,single,False,False,,,,,,,,,,,,,,,413.0,0.246,132.0,31.96,50.0,12.11,0.836,0.238,37.26,17.13,15.6,32.73,26.19,24.53,,,,,,,,,,,,,,
746165,2024-03-28,2024,518792,L,571945,R,field_out,False,False,,,,,,,,,,,,,,,349.0,0.276,57.0,16.33,32.0,9.17,0.818,0.1949999999999999,20.45,9.51,16.77,26.27,27.56,15.45,,,,,,,,,,,,,,
746165,2024-03-28,2024,666158,L,571945,R,grounded_into_double_play,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746165,2024-03-28,2024,691023,R,607192,R,field_out,False,False,,,,,,,,,,,,,,,346.0,0.292,79.0,22.83,28.0,8.09,0.823,0.173,31.13,16.23,13.99,30.22,33.59,21.18,,,,,,,,,,,,,,
746165,2024-03-28,2024,687363,L,607192,R,field_error,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746165,2024-03-28,2024,691026,R,607192,R,field_out,False,False,,,,,,,,,,,,,,,100.0,0.161,19.0,19.0,9.0,9.0,0.478,0.0799999999999999,21.56,9.11,22.03,31.14,24.87,14.88,,,,,,,,,,,,,,
746165,2024-03-28,2024,680977,L,607192,R,field_out,False,False,,,,,,,,,,,,,,,309.0,0.294,43.0,13.92,27.0,8.74,0.831,0.166,14.96,6.32,19.2,25.52,22.53,13.27,,,,,,,,,,,,,,
746165,2024-03-28,2024,605141,R,571945,R,field_out,False,False,,,,,,,,,,,,,,,509.0,0.309,85.0,16.7,66.0,12.97,0.949,0.237,17.85,6.92,20.25,27.17,17.64,15.12,,,,,,,,,,,,,,
746165,2024-03-28,2024,660271,L,571945,R,single,False,False,,,,,,,,,,,,,,,429.0,0.327,99.0,23.08,64.0,14.92,1.132,0.3739999999999999,32.88,15.48,11.59,27.07,28.86,20.75,,,,,,,,,,,,,,
746165,2024-03-28,2024,518692,L,669467,R,strikeout,True,False,,,,,,,,,,,,,,,514.0,0.33,81.0,15.76,57.0,11.09,0.962,0.218,19.83,9.77,11.31,21.08,27.01,16.63,,,,,,,,,,,,,,
746165,2024-03-28,2024,669257,R,669467,R,field_out,False,False,,,,,,,,,,,,,,,407.0,0.268,67.0,16.46,42.0,10.32,0.7949999999999999,0.1659999999999999,19.27,8.8,16.84,25.64,24.5,12.79,,,,,,,,,,,,,,
746165,2024-03-28,2024,502671,R,607192,R,strikeout,True,False,,,,,,,,,,,,,,,518.0,0.259,120.0,23.17,67.0,12.93,0.8049999999999999,0.187,27.85,12.3,17.85,30.16,25.85,17.44,,,,,,,,,,,,,,
746165,2024-03-28,2024,669357,L,607192,R,strikeout,True,False,,,,,,,,,,,,,,,378.0,0.231,124.0,32.8,42.0,11.11,0.7969999999999999,0.2459999999999999,35.96,17.73,12.12,29.85,28.13,25.15,,,,,,,,,,,,,,
746165,2024-03-28,2024,571448,R,607192,R,field_out,False,False,,,,,,,,,,,,,,,468.0,0.28,81.0,17.31,31.0,6.62,0.8089999999999999,0.2009999999999999,20.4,9.71,17.28,26.99,33.33,16.43,,,,,,,,,,,,,,
746165,2024-03-28,2024,571970,L,669467,R,strikeout,True,False,,,,,,,,,,,,,,,408.0,0.237,113.0,27.7,68.0,16.67,0.881,0.281,29.58,11.18,19.69,30.88,22.15,20.47,,,,,,,,,,,,,,
746165,2024-03-28,2024,606192,R,669467,R,double,False,False,,,,,,,,,,,,,,,529.0,0.249,164.0,31.0,33.0,6.24,0.718,0.1639999999999999,36.92,19.57,14.44,34.01,34.81,23.06,,,,,,,,,,,,,,
